LABEL,TEXT,URL,EMAIL,PHONE
ham,Also you and your family for going to rhode island or wherever  and leaving me all alone the week I have a new bong &gt;:(,No,No,No
ham,Dear good morning how you feeling dear,No,No,No
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",No,No,Yes
ham,Ok then I will wait for. Then u talk to me�.,No,No,No
spam,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,No,No,Yes
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,No,No,No
smishing,"	Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's",No,No,No
ham,Then mum's repent how?,No,No,No
spam,ROMCA Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,No,No,No
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,No,No,No
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,No,No,No
ham,"Yo, you at jp and hungry like a mofo?",No,No,No
ham,"Haha yeah, 2 oz is kind of a shitload",No,No,No
ham,Haha i think i did too,No,No,No
ham,Happy birthday... May all ur dreams come true...,No,No,No
ham,"I dont knw pa, i just drink milk..",No,No,No
ham,SURBHIi..where are you dear..,No,No,No
smishing,"	You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.",Yes,No,No
ham,Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...,No,No,No
ham,Ok thanks..dats wonderful�,No,No,No
spam,85233 FREE>Ringtone!Reply REAL,No,No,No
ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,No,No,No
ham,Pls dont restrict her from eating anythin she likes for the next two days.,No,No,No
ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,No,No,No
ham,Why you keeping me away like this,No,No,No
ham,Lmao!nice 1,No,No,No
ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",No,No,No
ham,"Alright, I'll head out in a few minutes, text me where to meet you",No,No,No
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",No,No,No
ham,Have a good evening! Good Luck!!,No,No,No
ham,I wonder if you'll get this text?,No,No,No
ham,"Sorry, I'll call later ok bye",No,No,No
ham,Am on my way,No,No,No
ham,Hi msg me:)i'm in office..,No,No,No
ham,I went to project centre,No,No,No
ham,I love to cuddle! I want to hold you in my strong arms right now...,No,No,No
ham,"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight",No,No,No
smishing,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com,No,No,No
ham,LMAO where's your fish memory when I need it?,No,No,No
ham,… and don‘t worry we‘ll have finished by march … ish!,No,No,No
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,No,No,No
ham,You bad girl. I can still remember them,No,No,No
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,No,No,No
ham,Enjoy urself tmr...,No,No,No
ham,Pls speak to that customer machan.,No,No,No
ham,No plans yet. What are you doing ?,No,No,No
ham,Yes princess! I want to please you every night. Your wish is my command...,No,No,No
spam,PL: Battle Royale! Gilchrist Vs Warne today at 8PM. Click http://ipl.onmix.mobi/?src=504 for IPL on mobile. To stop MIX alerts click http://onmix.mobi/alert,Yes,No,No
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",No,No,No
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",No,No,No
ham,No way I'm going back there!,No,No,No
ham,It vl bcum more difficult..,No,No,No
ham,Great. So should i send you my account number.,No,No,No
ham,Whos this am in class:-),No,No,No
ham,"Awesome, text me when you're restocked",No,No,No
ham,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",No,No,No
ham,Were gonna go get some tacos,No,No,No
smishing,"Update Message to User,Log on to Verity your login and choose your Existing Questions and Answers correctly Click http://tdbankmobile.cleanbeautytalk.c om/tdmobile Internet support team.",Yes,No,No
smishing,"	Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",No,No,Yes
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,No,No,No
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",No,No,No
ham,I anything lor. Just let me know..,No,No,No
ham,"Hurry up, I've been weed-deficient for like three days",No,No,No
ham,On the road so cant txt,No,No,No
ham,Think + da. You wil do.,No,No,No
smishing,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",No,No,No
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,No,No,No
ham,"Aight will do, thanks again for comin out",No,No,No
ham,Are you still playing with gautham?,No,No,No
ham,Does daddy have a bb now.,No,No,No
ham,Wat makes some people dearer is not just bcoz of the  happiness dat u feel when u meet them but bcoz of the pain u feel when u miss dem!!!,No,No,No
smishing,Englishvocabulary ululate: to mourn loudly and shrilly AD: Unlimited FREE calls to any mobile try out today http://bit.ly/unlmtdfreecall share wid frnd,Yes,No,No
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",No,No,No
ham,Boy you best get yo ass out here quick,No,No,No
smishing,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,No,No,Yes
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,No,No,No
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. See what happens",No,No,No
ham,No de. But call me after some time. Ill tell you k,No,No,No
ham,Thank you princess! You are so sexy...,No,No,No
ham,Oh that was a forwarded message. I thought you send that to me,No,No,No
ham,How dare you change my ring,No,No,No
ham,I am in your office na.,No,No,No
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,No,No,No
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,No,No,No
ham,Tell them the drug dealer's getting impatient,No,No,No
ham,Ok can...,No,No,No
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg,No,No,No
ham,Ding me on ya break fassyole! Blacko from londn,No,No,No
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,No,No,No
ham,Life style garments account no please.,No,No,No
ham,You can jot down things you want to remember later.,No,No,No
smishing,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,No,No,No
ham,"No I'm good for the movie, is it ok if I leave in an hourish?",No,No,No
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?,No,No,No
ham,Hmm ill have to think about it... ok you're forgiven! =D,No,No,No
ham,Nope... Juz off from work...,No,No,No
smishing,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16,No,No,No
ham,I've been trying to reach him without success,No,No,No
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",No,No,No
spam,"	5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",No,No,Yes
ham,I'm meeting Darren...,No,No,No
ham,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,No,No,No
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),No,No,No
ham,Ok lor then we go tog lor...,No,No,No
ham,Thought we could go out for dinner. I'll treat you! Seem ok?,No,No,No
spam,"Swayamvara By David Hair,�Swayamvara� (The Return of Ravana Book 2) by David Hair is a story of reincarnation, two swayamvaras, 800 years apart, that sees four lives knotted forever & one rigid force, Ravana reborn.",No,No,No
ham,I cant pick the phone right now. Pls send a message if anything urgent..,No,No,No
ham,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,No,No,No
smishing,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on 08714712413,No,No,Yes
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,No,No,No
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,No,No,No
ham,Huh means computational science... Y they like dat one push here n there...,No,No,No
ham,Lol now I'm after that hot air balloon!,No,No,No
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,No,No,No
ham,Cos i want it to be your thing,No,No,No
ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,No,No,No
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",No,No,No
ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my  gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",No,No,No
spam,For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk,No,No,No
ham,"K I'm leaving soon, be there a little after 9",No,No,No
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",No,No,No
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",No,No,No
ham,Is there any movie theatre i can go to and watch unlimited movies and just pay once?,No,No,No
ham,Yes. It's all innocent fun. O:-),No,No,No
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",No,No,No
smishing,"	Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030",No,No,Yes
ham,Ok no prob�thanks�,No,No,No
ham,"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! ",No,No,No
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Hope u understand...Gud night...",No,No,No
ham,"Doing nothing, then u not having dinner w us?",No,No,No
ham,Mathews or tait or edwards or anderson,No,No,No
ham,No dear i do have free messages without any recharge. Hi hi hi,No,No,No
ham,Thnx dude. u guys out 2nite?,No,No,No
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,No,No,No
ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",No,No,No
smishing,"	U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0905809458",No,No,Yes
ham,Nt joking seriously i told,No,No,No
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,No,No,No
ham,Anything lar...,No,No,No
spam,FROM 88066 LOST £12 HELP,No,No,No
ham,"St andre, virgil's cream",No,No,No
ham,Already one guy loving you:-.,No,No,No
ham,Are you ok. What happen to behave like this,No,No,No
ham,"Merry Christmas to you too babe, i love ya *kisses*",No,No,No
ham,Watching ajith film ah?,No,No,No
ham,Does she usually take fifteen minutes to respond to a yes or no question,No,No,No
ham,Thanks for ve lovely wisheds. You rock,No,No,No
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,No,No,No
smishing,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,No,No,No
ham,Lol they were mad at first but then they woke up and gave in.,No,No,No
smishing,Todays Vodafone numbers ending with 4865 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,No,No,Yes
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?",No,No,No
ham,"[…] anyway, many good evenings to u! s",No,No,No
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",No,No,No
ham,What u talking bout early morning? It's almost noon where your at!,No,No,No
ham,Are you in castor? You need to see something,No,No,No
ham,That's necessarily respectful,No,No,No
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",No,No,No
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077..zed POBox 36504 W45WQ norm150p/tone 16+,No,No,No
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,No,No,No
ham,U repeat e instructions again. Wat's e road name of ur house?,No,No,No
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",No,No,No
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",No,No,No
ham,Thanks chikku..:-) gud nyt:-*,No,No,No
ham,Jesus christ bitch I'm trying to give you drugs answer your phone,No,No,No
smishing,Please CALL 08712402578 immediately as there is an urgent message waiting for you,No,No,Yes
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,No,No,Yes
ham,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",No,No,No
ham,"Cool, text me when you're ready",No,No,No
ham,"Sorry my roommates took forever, it ok if I come by now?",No,No,No
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",No,No,No
ham,Hi good mornin.. Thanku wish u d same..,No,No,No
smishing,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",No,No,Yes
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",No,No,No
smishing,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,No,No,Yes
ham,My brother in Atlanta. Wish you guys a great semester.,No,No,No
spam,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",No,No,No
ham,Convey my regards to him�best wishes..,No,No,No
ham,I could ask carlos if we could get more if anybody else can chip in,No,No,No
ham,Love you sushma..love u lot..,No,No,No
ham,7 lor... Change 2 suntec... Wat time u coming?,No,No,No
ham,Yo come over carlos will be here soon,No,No,No
ham,"Just making dinner, you ?",No,No,No
ham,Nokia phone is lovly..,No,No,No
ham,Dude got a haircut. Now its breezy up there,No,No,No
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,No,No,Yes
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,No,No,No
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",No,No,No
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",No,No,No
ham,"Sorry, I'll call later ..In meeting.",No,No,No
smishing,"	Please CALL 08712402779 immediately as there is an urgent message waiting for you",No,No,Yes
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,No,No,No
smishing,"Please call our customer service representative on FREEPHONE 0808 145 5645 between 9am-11pm as you have WON a guaranteed INR 5,00,000 cash  prize!",No,No,No
smishing,P just made your holidays more fun. Buy any HP pavilion notebook & get a Kodak camera. Shoot it. Share it. T&C apply. HP World: WOC Rd 9986686555 / 991697439,No,No,Yes
ham,Dad says hurry the hell up,No,No,No
spam,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",No,No,No
ham,I dunno they close oredi not... Ü v ma fan...,No,No,No
ham,Aah bless! How's your arm?,No,No,No
ham,So that means you still think of teju,No,No,No
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur loved ones�.",No,No,No
smishing,You have 1 new message. Please call 08712400200.,No,No,Yes
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",No,No,No
ham,Otherwise had part time job and tuition..now its difficult�,No,No,No
ham,All e best 4 ur driving tmr :-),No,No,No
ham,Just got outta class gonna go gym.,No,No,No
smishing,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,No,No,No
ham,Is xy going 4 e lunch?,No,No,No
ham,Dont worry. I guess he's busy.,No,No,No
ham,Then any special there?,No,No,No
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,No,No,No
smishing,"	Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.",No,No,Yes
smishing,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum.,No,No,Yes
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,No,No,No
smishing,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541,No,No,No
ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,No,No,No
ham,I'm home. Ard wat time will u reach?,No,No,No
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,No,No,No
ham,Do you like Italian food?,No,No,No
smishing,"Records indicate you were involved in an accident in the last 2.5 years. As such you are entitled to claim compensation, Reply CLAIM for info or STOP to opt out",No,No,No
ham,"2 celebrate my bday, y else?",No,No,No
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,No,No,No
ham,As per your request 'Melle Melle (Onnukoodi)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,No,No,No
ham,Ok�talk to me later�,No,No,No
ham,Gud mrng dear hav a nice day�.do well..stay blessed,No,No,No
ham,What makes some people dearer is not just the happiness that u feel when u meet them but the pain u feel when u miss them,No,No,No
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",No,No,No
ham,What your plan for pongal?,No,No,No
ham,"Sorry, got a late start, we're on the way",No,No,No
ham,Take some small dose tablet for fever,No,No,No
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit ",No,No,No
ham,Cramps stopped. Going back to sleep,No,No,No
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,No,No,No
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",No,No,No
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,No,No,No
ham,Do we have any spare power supplies,No,No,No
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,No,No,No
smishing,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",No,No,Yes
spam,Chat n date now! 0871750.77.11! BT-national rate 5p/min only from landlines!,No,No,No
smishing,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd ",No,Yes,No
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,No,No,No
ham,Printer is cool. I mean groovy. Wine is groovying,No,No,No
ham,I am busy on Sunday as I HAVE A DATE ON SUNDAY WITH LITCI!!,No,No,No
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,No,No,Yes
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",No,No,No
spam,"	Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870",No,No,Yes
ham,Still i have not checked it my dear..,No,No,No
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,No,No,No
ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),No,No,No
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie,No,No,No
ham,I sent lanre fakeye's Eckankar details to the mail box,No,No,No
smishing,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,No,No,Yes
smishing,"	Please CALL 08712402972 immediately as there is an urgent message waiting for you",No,No,Yes
smishing,"	We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now",No,No,Yes
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",No,No,No
ham,If you r @ home then come down within 5 min,No,No,No
ham,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",No,No,No
smishing,WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 8927307655,No,No,Yes
ham,Package all your programs well,No,No,No
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,No,No,No
ham,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x,No,No,No
ham,Thanks for this hope you had a good day today,No,No,No
smishing,"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.7,00,000 prize GUARANTEED. Call 7679046492. Claim Code L92 Valid 12hrs only. ",No,No,Yes
spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",No,No,Yes
ham,Gudnite....tc�sweet dreams..,No,No,No
smishing,"YOU VE WON! Your 4* Costa Del Sol Holiday or £6000 await collection. Call 09050090055 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",No,No,Yes
smishing,"	Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow",No,No,Yes
ham,Haven't received,No,No,No
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up",No,No,No
ham,"I av a new number,  . Wil u only use this one,ta.",No,No,No
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.,No,No,No
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,No,No,No
ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,No,No,No
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =),No,No,No
ham,Really good:)dhanush rocks once again:),No,No,No
ham,"Get the door, I'm here",No,No,No
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,No,No,No
ham,Ok thanx... Take care then...,No,No,No
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,No,No,No
ham,"Short But Cute: ""Be a good person, but dont try to prove it..""",No,No,No
ham,Finish liao... U?,No,No,No
ham,So how many days since then?,No,No,No
ham,Ok that's great thanx a lot.,No,No,No
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",No,No,No
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,No,No,No
ham,"Nothing, i got msg frm tht unknown no..",No,No,No
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book,No,No,No
ham,Ugh hopefully the asus ppl dont randomly do a reformat.,No,No,No
smishing,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701462. Claim code KL345.,No,No,Yes
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",No,No,Yes
ham,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx,No,No,No
ham,If you ask her or she say any please message.,No,No,No
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,No,No,No
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,No,No,No
ham,This is my number by vivek..,No,No,No
ham,They just talking thats it de. They wont any other.,No,No,No
spam,We are specialist in placing people in BPOs & hv al the major client.Hiring 4 collection/cce/tse 4 top 10 Bpos with good sal+inc.DAYSHIFT av.Tanvi/9953921288,No,No,Yes
ham,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...,No,No,No
ham,Or i go home first lar ü wait 4 me lor.. I put down my stuff first..,No,No,No
ham,You still at grand prix?,No,No,No
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,No,No,No
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",No,No,No
ham,See you there!,No,No,No
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,No,No,No
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",No,No,No
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,No,No,No
ham,I anything lor...,No,No,No
